product_id,quantity,wholesale_cost,sale_price,supplier_id
JF1NLDO61BND,3048,370.51,567.25,TKOBOHXZ
96TJ0IB8VD8D,7177,414.2,505.74,VRPUFLOH
C0EFG4LP1Z7M,1404,129.16,207.95,TKLCRQAQ
K5DTN2128SQU,1915,102.74,138.7,IRXVIIXD
VDK4QJGPUZM0,2218,142.85,249.27,MGOWPCPA
GC7KFHHTZ85E,174,15.75,24.32,SLVUJJVM
VV7V3N14WFW5,4983,384.85,499.15,COURESFM
HI6T1EVHV089,5600,394.09,477.64,GYCRCIZD
4MSKTNKKZJBT,2323,120.07,132.2,JFRFZLXG
NHF8KFB2QX6V,1267,119.26,168.51,JPNKOVEY
IYZJUG8HJJVX,3082,396.75,498.71,UXQLDNBC
ZNT9U8WFCICY,2392,123.34,214.86,UQAIHIOI
XE1LF201G1L7,1894,103.5,119.96,RRHKWHUG
3X249O2O8D44,3477,414.2,770.83,TKOBOHXZ
JRN7YECOKF21,2841,125.82,216.03,RRHKWHUG
6JP30L185YGG,4419,416.91,527.81,VSBPGANE
T09F166SKA9N,6127,412.84,693.16,PIOYEFFR
LWE6SIQ4JN8H,6696,451.42,788.63,GYCRCIZD
65JCT9O70AYU,4418,430.58,561.91,TNGXLUXB
Q53XUPZX0E3N,2787,140.24,245.7,UIBJMQJU
KTAA6F97NKF3,1457,158.93,261.76,UMIGMZRV
M0N1VCEIWG9T,6073,364.07,577.78,GAHBTDEC
4IDFIICT2776,1248,114.44,141.79,HRCTNANX
88J9HQTJCCT9,3617,398.08,585.18,NJVSHSAQ
ENLHYEY57F2G,3011,426.46,574.02,GYCRCIZD
QDJ72FEFYHH6,3806,400.75,675.26,TNGXLUXB
085T1SVSNTE6,6256,378.3,624.95,CPKTLQGA
3KMVNLHVYJSR,7615,415.55,472.48,CPKTLQGA
TH21UP8VILGY,1531,119.26,153.01,SXEDLYPA
SJVJDFBC8CLU,1171,134.22,241.33,RRHKWHUG
GYQ8J89VS0ZY,3333,371.8,453.97,NPZGUNBG
URSYNE2W0FJW,2345,135.08,247.33,QOODUKSF
ZGPLB82NFQH9,7157,410.14,548.36,PUAAQYKI
JJ5EL4S3SKPH,4555,423.72,547.02,ZHSGPGCE
3FGS04DIQFE8,5949,422.35,503.02,SXEDLYPA
TRORJMYYJ1B4,7105,440.25,515.53,JPNKOVEY
TJZBBMYKMFPK,1287,120.89,206.48,VRPUFLOH
07KLRX7VIAU1,6235,451.42,738.52,JFRFZLXG
C5RSGMGBGNH6,6529,440.25,661.26,TNGXLUXB
L75LRSMOQKN7,6886,374.4,603.91,DUVESCUP
6163I81ISBAO,1845,109.69,199.09,YJFOCKUP
MECWW5BGA4JU,4613,377.0,469.37,DLDNHXON
DSU2U91J1SGD,3368,384.85,434.88,MGOWPCPA
91JN66WRXBD7,628,24.69,37.41,GYCRCIZD
MIX4QV31ODVT,3958,386.16,661.11,GYCRCIZD
4HRS2UE21WAF,4010,423.72,619.05,TKOBOHXZ
5KFEU639LNQ4,1053,34.25,52.92,VSBPGANE
LAY3YMHMCUF4,3642,451.42,718.66,UIBJMQJU
V11T2SKSH5VX,6901,426.46,693.42,NJVSHSAQ
FBU6HR55FAG5,7534,341.26,558.3,YXEYYAUU
L4477U2GUQQ5,2069,109.69,187.46,TKLCRQAQ
JWA4MJPO6J5F,3651,408.79,711.29,MGOWPCPA
SORMHPE64ADI,798,30.92,40.57,NJVSHSAQ
VQDHZ6ZHE4BY,425,26.85,50.4,QOODUKSF
H52Y4S4SJGI5,6187,345.02,640.01,NIIFSJPI
8PRP97KDRL6E,5966,447.22,771.9,VSBPGANE
M90163KTP5EA,5731,383.54,489.4,TKOBOHXZ
DHCL1BN0K4DF,3575,412.84,718.75,PIOYEFFR
52HEK4QZN1HN,5433,392.76,498.81,EGEDGYQE
YXJB784A7JDU,4896,387.48,653.68,ZLYACVMT
JJSPHYMNEOGU,1424,124.99,232.36,UMIGMZRV
GLWLR8KYNA3Y,6749,394.09,545.42,CMLLTKBT
APOMSFP869S4,5543,369.22,625.46,DLDNHXON
UGZNGP5UZCIE,4433,469.81,810.42,UIBJMQJU
S2WJRIU5C5DO,4305,433.33,684.66,COURESFM
DBB53PIXPC4E,2974,135.93,213.68,SLVUJJVM
IEK1NSKCINKK,2903,105.8,157.43,IRXVIIXD
FYZGV0PZVGTO,2931,100.46,185.95,HDPBFCUI
35KQBKYIH850,7626,444.43,649.31,PUPXILQT
KU39ZA4CYP3D,2466,128.32,149.24,YJFOCKUP
T162832HEOKI,3689,437.48,554.72,UPJEDILP
H4OBKFXJNIJO,3676,429.2,646.38,UXQLDNBC
6DZ94XQ9HG30,7259,377.0,445.99,HIFWYHGS
LTB8G0M0EKCY,2528,107.35,118.84,TKOBOHXZ
UUS6NY30AKDX,6424,408.79,474.61,PIOYEFFR
PTRULTU0I4Y5,6605,402.08,496.17,DLDNHXON
QD6J3AJRFWCU,1965,109.69,170.02,ZLYACVMT
58XUQYJ3UWDB,5901,408.79,759.12,QOODUKSF
0EV71J3BZKQO,7077,373.1,510.03,SXEDLYPA
9T7LFVMEINYJ,3077,407.45,533.76,RRHKWHUG
D2WNA1WNASPX,3010,420.99,777.57,CMLLTKBT
0FM2Z6ZPNFGF,6196,440.25,653.33,NPZGUNBG
EC0UFQVU2FF3,1934,135.93,170.73,UXQLDNBC
7RNDU9PDKJJM,6179,434.71,595.12,EIAPSBUM
K55Z08KTHMTY,6388,375.7,441.07,TKLCRQAQ
O3B8JHX0EAYK,3898,455.63,818.31,HRCTNANX
STN32DQSWLJI,124,1.49,2.06,DLDNHXON
R4X8S38JB0DM,5003,360.22,545.01,TKOBOHXZ
WR26HBY5Z510,1673,130.84,236.69,MGOWPCPA
KO7CZ4GUCJXP,2736,112.85,154.27,EIAPSBUM
4XEA38M1O7X8,3299,466.96,608.92,VSBPGANE
F1NP6NCJOZL8,7489,375.7,527.48,PFUZXUBP
IXIPBPU8PP1W,3405,414.2,727.75,TNGXLUXB
QOIVTP0W0J4G,2006,114.44,185.62,DLDNHXON
4VEK1JVIZ9RE,1673,136.79,211.89,PIOYEFFR
V9LGZ1YAGRY3,7312,396.75,575.68,HRCTNANX
380VX2DUA4AO,3842,425.09,502.88,PFUZXUBP
2AFLKCYRJWL0,4756,370.51,536.13,GYCRCIZD
OI3QDHRCUCF0,7633,429.2,607.32,IRXVIIXD
PNG312CQSGWZ,5546,338.76,624.0,PUAAQYKI
ZHLEM4RTR4HH,6222,434.71,552.95,CMLLTKBT
1WUDLA23TOQ0,6762,408.79,536.74,YXEYYAUU
GP45LLD2RAHG,3914,388.8,684.29,VRPUFLOH
5HAUTUF9WZNN,5788,399.41,735.31,TNGXLUXB
V84R0GVYQQ0S,4794,400.75,595.92,VRPUFLOH
6DWRYC74N34B,1915,136.79,231.72,HDPBFCUI
XG5KK2ZNQIUF,5917,416.91,534.48,GAHBTDEC
CO04DOU0NO6R,5932,396.75,504.27,COURESFM
944UEUH2RYOE,1376,130.84,169.96,COURESFM
NN4AT43BZSU4,5243,348.79,511.33,UPJEDILP
4PC1G0EB7VJ4,2280,128.32,210.96,ESTUSGVQ
VTWH5O2594HN,4636,436.09,591.77,ZLYACVMT
0IZVM17QYDS4,6415,382.22,660.09,JIBXLYVJ
66OW1JU9EI6L,5688,384.85,684.65,PFUZXUBP
G8EVEQEVWLYN,17,0.21,0.25,SLVUJJVM
W9WY1SC80Y8Z,7143,395.42,727.57,UMIGMZRV
8O2K9YZ8BFPB,1611,123.34,156.4,CPKTLQGA
297T8FXWBULT,7414,464.12,802.93,CPKTLQGA
G6NCPLQS6HVJ,3860,474.09,898.87,EIAPSBUM
CHXTRHI2K50T,5422,371.8,506.02,TNGXLUXB
QWIDL1PH2GEN,1122,144.6,173.09,COURESFM
T9Z13KNHQ8LS,4790,400.75,484.11,SLVUJJVM
T1W4ZCUZIAST,5546,350.05,585.63,NPZGUNBG
IJ2N0VS17KSF,2399,116.84,194.07,VSBPGANE
MM1PMJC7HRKC,6896,402.08,566.13,GYCRCIZD
T652KQ6JPOKG,3471,441.64,519.81,ZHSGPGCE
OV27PG8ORGVM,3584,386.16,691.23,ZHSGPGCE
FJIF4NGOOKLM,5539,402.08,610.76,JIBXLYVJ
0WO8WRUQORN8,5795,447.22,832.72,GAHBTDEC
G1B0XSJN5QGY,2360,141.98,260.82,UIBJMQJU
51L08USUJTL5,2486,98.2,163.11,IRXVIIXD
HFI46PICTWOI,7578,416.91,640.37,CPKTLQGA
TPPVHAVLDZED,2633,137.65,227.26,UMIGMZRV
S9KRQFAOD4XX,4025,387.48,671.89,ESTUSGVQ
YRUIYYOLK07S,5776,382.22,493.06,NJVSHSAQ
BVXF7SDYI3JH,248,13.7,24.93,YJFOCKUP
V1J1TJ1BNS86,6223,379.61,564.1,VRPUFLOH
G8UPDKOH4OOM,6860,374.4,455.27,CMLLTKBT
WPZEXMOWMWVR,4264,425.09,488.85,EGEDGYQE
GV32FK83N3EJ,6071,468.38,681.02,NJVSHSAQ
SXQRR6Q22WE0,5026,402.08,747.47,GYCRCIZD
9IUOXYEDPAHQ,715,33.28,38.37,IRXVIIXD
E1CG3Q6286J4,5361,400.75,587.1,GAHBTDEC
1IPSCQKO6FPG,2739,118.45,130.89,ZHSGPGCE
MTM6DP9ZO2Z1,4349,355.12,659.46,CPKTLQGA
8639YT6FRE9P,6477,461.28,716.83,DUVESCUP
AAXTRW9BRTE8,3875,411.49,454.28,UMIGMZRV
9CK7YYX145LZ,1372,141.98,260.39,UMIGMZRV
GDDXMSWZA7WU,842,45.05,70.14,TNGXLUXB
PA5V88XMRJPY,2015,146.36,220.86,VRPUFLOH
WGIZ0EBVLLJS,3438,387.48,475.05,DUVESCUP
0UXA49MQ28B1,5032,430.58,574.39,JIBXLYVJ
HFHDE7W6B7AO,1448,140.24,226.35,UXQLDNBC
OPTPMZUUQSD2,7394,440.25,664.78,ZHSGPGCE
4X4H7GGCZHJL,1448,125.82,215.78,UMIGMZRV
NYKHS00DOACF,7168,371.8,656.23,GYCRCIZD
IHP4ZODG1JB0,4344,451.42,500.17,MGOWPCPA
0A6JH3BSNM63,3134,437.48,824.65,RRHKWHUG
P0KESAGEDU72,4289,411.49,566.62,YXEYYAUU
1XW2GDITKC5G,3960,365.35,683.2,QOODUKSF
K41URFHIVMEI,1064,34.25,58.12,PIOYEFFR
FMPHGVJJ6MFO,7112,420.99,735.05,SLVUJJVM
3FFSYL1776PJ,5197,451.42,630.63,HIFWYHGS
2FHGOIUKRMMD,3234,343.76,606.74,UMIGMZRV
9HM5X7LR1BBD,4949,390.12,584.4,IRXVIIXD
GZ7BBSLLFKI7,891,30.46,56.72,SLVUJJVM
LV8HVZYXG9TJ,5701,406.1,543.77,IRXVIIXD
TE5EMWPW2KJW,3595,429.2,650.67,DLDNHXON
2XNQJEMRWYT0,4657,345.02,402.29,GYCRCIZD
J5A90XA1O285,1039,37.71,60.49,GAHBTDEC
5Q515Y4R37RU,7462,390.12,543.05,UQAIHIOI
8DQRT2FT920X,697,34.73,61.96,QOODUKSF
D64CLLW0IQBD,2962,117.64,191.64,NIIFSJPI
1TNSFOWHGXM7,4196,373.1,566.37,TKLCRQAQ
7BLIMV8DMZGI,1321,130.84,224.39,ESTUSGVQ
HWHUNNRYWUDW,2465,141.11,213.36,JFRFZLXG
4YLRXJ009VUN,3794,433.33,529.96,UIBJMQJU
JCZD6R2HYBX5,5036,415.55,477.47,QOODUKSF
MHFRQWXHBD2Q,2182,106.58,184.92,JPNKOVEY
BUBGBNZPSSQO,1293,121.7,230.26,ESTUSGVQ
2QEMFLWV4BM4,6287,440.25,750.63,UQAIHIOI
02E927CE0CJH,7568,402.08,529.14,VRPUFLOH
MDEDC7GGM9EV,826,41.84,59.37,UIBJMQJU
AUIHTK7ARD6R,3692,398.08,606.28,COURESFM
SQAGHXL5M5KJ,2432,117.64,222.46,UMIGMZRV
YDKD9M9XLZBU,730,38.22,52.71,QOODUKSF
N15TI7S5RTLY,2452,122.52,167.97,DLDNHXON
MT7E23Q1SDJO,1095,38.73,49.88,QOODUKSF
SYW1TZ635QUO,3919,402.08,591.46,ZHSGPGCE
V8IEZUX4OE45,4223,400.75,709.33,DUVESCUP
8AOFYD899TKC,7610,440.25,809.18,HRCTNANX
M0PGLFE1LIQH,4003,443.03,537.4,SXEDLYPA
6IG8MMSNNW9U,6543,426.46,698.12,PIOYEFFR
1YBI8NUG4Z3G,6979,383.54,717.22,PUAAQYKI
7AYI61AB40J4,2741,112.85,179.66,DUVESCUP
2O3RQNH2O8S1,7262,484.16,817.75,UMIGMZRV
0WFJ0LTROMQ4,1872,109.69,129.43,TNGXLUXB
BPYCO624YE4O,528,37.21,57.38,HIFWYHGS
5LAPUR0PVV92,1155,124.17,168.37,PFUZXUBP
DRNKAAVKZ6V9,2992,423.72,706.76,PUPXILQT
3BGO0CDRS7YN,441,39.24,43.79,NIIFSJPI
CKKG5SOFFZ17,6518,400.75,672.46,GAHBTDEC
35X3QYPNZMT6,4542,416.91,509.46,SLVUJJVM
8H20C6Z6N8AP,5595,429.2,732.64,JFRFZLXG
ZJ3GLIEEK23M,2535,101.97,143.06,GAHBTDEC
Z9M2RQYMB1XZ,2730,128.32,243.68,GYCRCIZD
0PJU38QUFL8W,811,39.75,58.15,JPNKOVEY
VN5CRD6MWJV9,7361,415.55,487.44,JFRFZLXG
ZRR39E9L2WUK,6503,468.38,555.5,VYGATPNP
6NLIVLWKMS6K,1165,95.23,143.89,EIAPSBUM
6QTGLJOLMF72,3692,391.44,557.41,TNGXLUXB
9VAJCPNCCWLF,878,41.84,56.86,TNGXLUXB
MAF2Y4G19Z65,4703,371.8,476.28,DUVESCUP
BUW8AJOTA1C1,5429,411.49,708.17,TKOBOHXZ
P5MWYR9HO48E,6028,362.78,475.24,ZHSGPGCE
3TJHP167QQOJ,3982,431.95,710.99,HDPBFCUI
C35QKENLK2Y0,4058,400.75,629.98,PFUZXUBP
JQLTUX72B3QT,6676,455.63,826.51,ZLYACVMT
GY0KW59GB343,3953,350.05,646.19,PIOYEFFR
UWRNF4YMOCNF,1122,140.24,158.33,UXQLDNBC
U0N6ZA8VG7PI,1027,43.97,67.67,JFRFZLXG
59IN74YSS5H7,6613,379.61,458.95,YXEYYAUU
PX5DSI3ZYWMV,3902,416.91,527.81,VYGATPNP
CXZFDTE131F2,4105,419.63,724.28,TNGXLUXB
EI51ZQS28UMJ,6601,407.45,495.46,GYCRCIZD
5HV09J81NYMR,6990,374.4,573.58,DUVESCUP
G4V3VRNMK7HS,2473,143.72,240.73,SXEDLYPA
X62B93RB6LUV,3199,341.26,393.13,HIFWYHGS
6X2KWWP5V3PA,3942,412.84,505.32,HDPBFCUI
3RJB974LLMJL,924,39.75,74.57,HIFWYHGS
VUARTPO396X1,349,12.08,13.81,JFRFZLXG
Y9IQ2XZB46WS,4649,392.76,439.11,SLVUJJVM
NKJZ720GHKOC,2777,120.89,211.07,UPJEDILP
NYLFPYVLD9LI,7286,419.63,495.58,GYCRCIZD
JEEJ7SIM98LV,5060,390.12,610.93,TKLCRQAQ
W7DPDEWBL6DY,4951,433.33,767.43,PUPXILQT
VBSVJCKXO6H6,4750,383.54,721.44,HIFWYHGS
0P4YX39CCTFC,66,4.22,6.84,ESTUSGVQ
65SB7IO0K1DT,7484,403.42,593.83,EGEDGYQE
K47RRIQECMEP,2637,124.17,158.81,SXEDLYPA
EXZKPCXICDM4,5504,362.78,486.85,JFRFZLXG
FRW4TBQ0LSDX,1601,156.2,265.85,TKLCRQAQ
2BVI7D7J9Y7K,4887,412.84,485.91,UPJEDILP
GZHNA4MVBNIG,277,14.37,20.41,HDPBFCUI
ITS45EB9ZVD5,187,10.24,11.42,IRXVIIXD
WV722OVVRG3G,3026,431.95,664.77,UMIGMZRV
UE8TQM9HB64H,5288,427.83,518.53,EGEDGYQE
9QRE96IE93BQ,7627,394.09,741.68,VSBPGANE
Y6Z5KYYEAOLN,5841,404.76,611.59,NPZGUNBG
S4B4PK4PX54U,4421,407.45,696.33,HIFWYHGS
6ZCIZBIIL374,985,50.04,87.17,UQAIHIOI
JJFYCPWLZMRS,5674,406.1,572.6,IRXVIIXD
N85H5YBRE2Z1,141,3.81,7.0,ZHSGPGCE
G0SG9BA1QLIX,4732,384.85,710.43,TKOBOHXZ
4P9NBXV90AUR,339,12.39,13.73,COURESFM
SW8ATJ17P9PE,7033,345.02,380.21,PIOYEFFR
5AL5H932TCVK,673,47.8,71.27,GYCRCIZD
YHHJGDWLKCR0,4851,399.41,660.62,NPZGUNBG
6GAHVCU8ZAQE,2443,131.68,153.28,YJFOCKUP
9QMAEV186WG9,3757,420.99,618.43,UQAIHIOI
B7AT65QO65TK,7108,395.42,506.93,NJVSHSAQ
XUS95WYFUAG8,3780,418.27,555.88,PUPXILQT
M7TESE5Q8V0O,3486,425.09,747.31,QOODUKSF
OR1URM51N4K0,1501,139.37,206.83,UMIGMZRV
AB663S6ZFH8E,1705,123.34,225.71,JPNKOVEY
LKF4V0I0LUND,6424,399.41,523.23,VSBPGANE
3JF9OF4QAA1O,2729,125.82,225.85,HIFWYHGS
N6R05XS2RM2Z,3862,462.7,806.95,HRCTNANX
5JRYZYOW31CY,6839,396.75,730.81,JFRFZLXG
DIN3QV606RJ5,1374,134.22,203.21,MGOWPCPA
JEVBJ6J8J8SR,5996,429.2,726.64,ZHSGPGCE
UHVGQYMA1QZO,1637,116.84,182.15,JIBXLYVJ
1DM5OWVOUDQE,3244,438.86,728.95,PIOYEFFR
6RGR11UVY98R,2928,116.04,193.9,PFUZXUBP
PUX5WJMFYWTB,6156,343.76,489.17,UQAIHIOI
FRY7VHNRI4J5,6802,425.09,668.24,GYCRCIZD
3HNZKEYKZYOV,1409,112.05,140.06,UXQLDNBC
X5RSWWQKX17F,6076,403.42,731.4,UQAIHIOI
01TL0ICPGRE6,1019,31.39,56.72,PUAAQYKI
ROASQO7V88Y4,334,16.46,25.27,COURESFM
YEER4Z035IDE,7491,448.62,763.55,GAHBTDEC
PYVYLWQIQPMX,6514,402.08,459.18,JIBXLYVJ
HPMJBTEUDF9R,6298,436.09,590.9,YXEYYAUU
Q41S5CSC33W4,2662,107.35,200.64,COURESFM
T991AXVM1R5F,3301,429.2,581.57,TKOBOHXZ
14EZX3UB8ZGP,6589,387.48,598.27,NPZGUNBG
P0RKKFF2OYWX,2996,451.42,757.03,EGEDGYQE
AGS9DTGAEN0L,110,3.43,3.94,ESTUSGVQ
NI2BZW8W5NSJ,2021,144.6,252.62,TKOBOHXZ
OQY5FWPZ6QFQ,4950,415.55,639.95,EGEDGYQE
M717DDNSVH71,3077,419.63,471.66,DUVESCUP
GHAZ7LSEXGJ9,3817,367.93,539.75,NPZGUNBG
OOWQFTF0L6OQ,6639,429.2,474.27,SXEDLYPA
307P2VEDDKZ3,3166,379.61,687.09,CPKTLQGA
H6NSEDNZOAB4,3862,444.43,679.09,HDPBFCUI
4RMNSBBHO46I,4426,440.25,485.16,EIAPSBUM
WRNRFINGR5U4,2509,123.34,141.72,EGEDGYQE
VW9UAH79DZYM,1493,122.52,166.63,NPZGUNBG
03D32SM2BAHC,5903,429.2,632.64,JPNKOVEY
Q3PQC4JOM02B,6422,434.71,733.79,ZHSGPGCE
GKY7TDLI5PZ3,1334,120.89,196.33,TNGXLUXB
0PDFL0WYXTFV,66,3.43,5.23,DLDNHXON
K59LCJS3MM92,1763,124.17,227.6,NJVSHSAQ
LX3BD4YUWAPS,7067,370.51,626.16,VYGATPNP
F9T8TCEW9XCE,2045,135.08,226.93,YXEYYAUU
L2DPLPWJ8J0T,5116,415.55,573.46,ZLYACVMT
B0LRWH4L3I8Z,1021,40.79,54.01,HIFWYHGS
Q6QWAH7AR3EB,3570,433.33,814.66,PUPXILQT
ATUAEOF90WKA,5618,420.99,742.21,RRHKWHUG
RWQ9FFAM9D27,7122,450.02,555.32,YXEYYAUU
I00NU83DTZOJ,183,13.37,20.63,EGEDGYQE
JU9SK6KGN4WN,7557,454.23,821.25,GYCRCIZD
9GYU037WIFGS,6569,415.55,554.34,DUVESCUP
SFQ2L3QF7Z2N,597,41.84,60.79,HDPBFCUI
3K1Q5AE1FHNH,6279,403.42,757.22,QOODUKSF
WPONZ813KZZX,1690,128.32,206.08,TKOBOHXZ
H0A5TF6NE7KX,168,12.08,14.22,EIAPSBUM
3YNBIZBLMBM5,818,36.71,51.69,CPKTLQGA
WUEMAU26OHWE,896,30.0,41.28,MGOWPCPA
NQ07EQ5U4HX9,6275,362.78,459.64,ZHSGPGCE
C44H0P94ZYH5,2756,130.84,204.24,UMIGMZRV
H7MXZXPN2DAC,1843,108.13,151.81,NJVSHSAQ
RQLSGRVWDXY2,1304,111.27,158.0,CMLLTKBT
0ABXYBI8SPI1,3597,440.25,726.41,PFUZXUBP
P6KG38055X0F,506,25.12,41.93,PUAAQYKI
TP3IYD7TYOWC,5248,404.76,500.69,SXEDLYPA
GXH40203MVYB,2259,125.82,225.22,VSBPGANE
HY9B5BZVIDYF,4888,362.78,409.22,VSBPGANE
4JQISTQ1HUS9,3948,403.42,535.74,SLVUJJVM
4IZ8ET0H0658,2154,133.37,177.65,JPNKOVEY
3H2CY0O6PRJ6,6955,371.8,635.78,TNGXLUXB
BH8I5BI8GN4X,7520,375.7,653.72,VSBPGANE
Q4MVB2C5AYN9,6355,444.43,549.32,JFRFZLXG
6SHG8R6NAKXA,4711,400.75,641.6,VSBPGANE
NJO1T6JVDDNH,6949,380.92,696.32,JFRFZLXG
B7GEJ374826Z,5765,415.55,592.16,TKLCRQAQ
KWXLL2E4IQIA,3174,402.08,617.59,HDPBFCUI
DN9LV9335JV8,4708,366.64,591.39,UIBJMQJU
ONUIHZ8W74GM,7304,418.27,716.91,PFUZXUBP
GO7XRCZYGVYK,3957,451.42,701.51,GYCRCIZD
3O8IMBUJQ7V5,4785,367.93,574.71,HDPBFCUI
DN65NP1WKOZB,273,10.54,17.93,TNGXLUXB
D2V3A5PP9DCT,4995,399.41,462.12,JIBXLYVJ
BN2H9EQR85JD,236,11.14,18.45,ESTUSGVQ
RFQEGDIWRDCY,6624,400.75,444.03,PUPXILQT
HIJSYXTEF57V,6097,489.95,894.16,JPNKOVEY
GDY6OG8AN6TP,3449,414.2,779.52,IRXVIIXD
RZMJPNX21AG1,5388,377.0,517.24,SXEDLYPA
RIR8HTX5QHWS,5665,430.58,556.31,QOODUKSF
AZUDW1C5LIAS,3808,447.22,750.44,PUPXILQT
B55KK0BJP48L,6855,402.08,609.55,HDPBFCUI
U6U83HPDCO0Y,6051,444.43,706.2,PUAAQYKI
31DK8AVOGPN7,4355,386.16,719.8,PUAAQYKI
LZLT51GHYQ97,4787,416.91,742.1,UQAIHIOI
RS33I5982NG8,219,9.95,16.28,YJFOCKUP
9CSRROAKSXBJ,3191,440.25,484.72,TNGXLUXB
S96V3EMVT2I9,47,0.68,1.24,UIBJMQJU
SJXCN7JYEENY,7249,380.92,473.48,JFRFZLXG
X4LZETEYPKPR,1147,140.24,163.52,UQAIHIOI
ZYKQA14YU05K,6444,415.55,697.29,VYGATPNP
29IZ83MU5MLB,5342,441.64,700.88,HRCTNANX
OYBQZPHHOZW6,1510,112.05,168.08,UXQLDNBC
OE58ICB2CWQ6,7496,410.14,736.2,NPZGUNBG
1488O3NJ1D33,2515,116.84,166.85,UPJEDILP
W52P10Z04C1T,1155,141.11,251.74,MGOWPCPA
5WHU1GEOB7Q3,4768,429.2,753.68,CPKTLQGA
WIHPU6SQLEGR,6566,373.1,494.73,EIAPSBUM
9OOOULQ393YI,719,42.37,79.57,PUPXILQT
U9MUVZ1CKDFW,4888,392.76,662.59,TNGXLUXB
NJYTL4V8G3FW,3197,407.45,596.91,NJVSHSAQ
JRSQ0EDTO7BD,5273,414.2,699.17,PUAAQYKI
